term,normalized_term,semantic_hint,source_name,source_url,source_family,source_authority_level,source_attested,derived_variant,parent_term,collision_risk,notes
Medically Unlikely Edits,medically unlikely edits,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Medicare Administrative Contractors,medicare administrative contractors,ORGANIZATION_DEPARTMENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Medicare Coverage Database,medicare coverage database,DOCUMENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Medicare Summary Notice,medicare summary notice,DOCUMENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Medigap,medigap,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Melanoma,melanoma,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Migraine Disorders,migraine disorders,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Minimum essential coverage,minimum essential coverage,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Morbidity,morbidity,MEDICAL_CONCEPT,CDC Epidemiology Glossary,https://www.cdc.gov/reproductive-health/glossary/index.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Morbidity,morbidity,MEDICAL_CONCEPT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Mortality,mortality,MEDICAL_CONCEPT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Mortality Rate,mortality rate,MEDICAL_CONCEPT,CDC Epidemiology Glossary,https://www.cdc.gov/reproductive-health/glossary/index.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
"Muscle, Skeletal","muscle, skeletal",ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Myocardial Infarction,myocardial infarction,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
National Correct Coding Initiative edits,national correct coding initiative edits,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
National Provider Identifier,national provider identifier,IDENTIFIER_TYPE,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Natural History of Disease,natural history of disease,MEDICAL_CONCEPT,CDC Epidemiology Glossary,https://www.cdc.gov/reproductive-health/glossary/index.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Necessary Cause,necessary cause,MEDICAL_CONCEPT,CDC Epidemiology Glossary,https://www.cdc.gov/reproductive-health/glossary/index.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Neonatal Mortality Rate,neonatal mortality rate,MEDICAL_CONCEPT,CDC Epidemiology Glossary,https://www.cdc.gov/reproductive-health/glossary/index.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Network adequacy,network adequacy,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Neurology,neurology,ORGANIZATION_DEPARTMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
NHSN,nhsn,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: National Healthcare Safety Network; abbreviation; abbreviation may have non-medical expansions
NIOSH,niosh,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,MEDIUM,Source-attested abbreviation; expansion: National Institute for Occupational Safety and Health; abbreviation; abbreviation may have non-medical expansions
Nose,nose,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Nosocomial,nosocomial,MEDICAL_CONCEPT,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
NTM,ntm,AMBIGUOUS,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,abbreviation; abbreviation may have non-medical expansions
Nuclear Medicine,nuclear medicine,ORGANIZATION_DEPARTMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Nurses,nurses,ROLE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Nursing Homes,nursing homes,ORGANIZATION_DEPARTMENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Obstetrics,obstetrics,ORGANIZATION_DEPARTMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Occupational Health,occupational health,ORGANIZATION_DEPARTMENT,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Occupational Health Services,occupational health services,ORGANIZATION_DEPARTMENT,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Occupational Infection Prevention and Control Services,occupational infection prevention and control services,PROCESS_EVENT,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Occupational Therapists,occupational therapists,ROLE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Occupational Therapy,occupational therapy,PROCEDURE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
OHS,ohs,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Occupational Health Services; abbreviation; abbreviation may have non-medical expansions
Oncology,oncology,ORGANIZATION_DEPARTMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Oocysts,oocysts,MEDICAL_CONCEPT,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Ophthalmology,ophthalmology,ORGANIZATION_DEPARTMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Organ Transplantation,organ transplantation,PROCEDURE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Original Medicare appeals,original medicare appeals,PROCESS_EVENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Orthopedics,orthopedics,ORGANIZATION_DEPARTMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
OSHA,osha,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Occupational Safety and Health Administration; abbreviation; abbreviation may have non-medical expansions
Osteoarthritis,osteoarthritis,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Osteoporosis,osteoporosis,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Outpatient Rehabilitation Providers,outpatient rehabilitation providers,ORGANIZATION_DEPARTMENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Ovary,ovary,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Pancreas,pancreas,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Pathologists,pathologists,ROLE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Pathology,pathology,ORGANIZATION_DEPARTMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Patient Admission,patient admission,PROCESS_EVENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Patient Care Planning,patient care planning,PROCESS_EVENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Patient Discharge,patient discharge,PROCESS_EVENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Patient Discharge Summaries,patient discharge summaries,DOCUMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Patient Transfer,patient transfer,PROCESS_EVENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
payment modifier,payment modifier,BILLING_CODING,CMS HCPCS Overview,https://www.cms.gov/medicare/coding-billing/healthcare-common-procedure-system,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
PCR,pcr,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Polymerase Chain Reaction; abbreviation; abbreviation may have non-medical expansions
Pediatrics,pediatrics,ORGANIZATION_DEPARTMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
PEP,pep,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Postexposure Prophylaxis; abbreviation; abbreviation may have non-medical expansions
Performance Measures,performance measures,OTHER_DOMAIN_TERM,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Pharmacists,pharmacists,ROLE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Pharynx,pharynx,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Physical Therapists,physical therapists,ROLE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Physical Therapy Modalities,physical therapy modalities,PROCEDURE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Physician Assistants,physician assistants,ROLE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Physician Fee Schedule,physician fee schedule,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Physicians,physicians,ROLE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Place of Service Codes,place of service codes,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Platelet Aggregation Inhibitors,platelet aggregation inhibitors,MEDICATION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Pneumonia,pneumonia,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Polymerase Chain Reaction,polymerase chain reaction,TEST,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Positron Emission Tomography,positron emission tomography,TEST,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Postneonatal Mortality Rate,postneonatal mortality rate,MEDICAL_CONCEPT,CDC Epidemiology Glossary,https://www.cdc.gov/reproductive-health/glossary/index.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
PPE,ppe,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Personal Protective Equipment; abbreviation; abbreviation may have non-medical expansions
PPME,ppme,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Pre-Placement Medical Evaluation; abbreviation; abbreviation may have non-medical expansions
Preauthorization,preauthorization,PROCESS_EVENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Precertification,precertification,PROCESS_EVENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Premium,premium,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,MEDIUM,ordinary-English collision
Prescription Drug Coverage,prescription drug coverage,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Prescriptions,prescriptions,DOCUMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Presenteeism,presenteeism,MEDICAL_CONCEPT,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Prevalence,prevalence,MEDICAL_CONCEPT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Preventive Services,preventive services,PROCESS_EVENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Prior approval,prior approval,PROCESS_EVENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Prior authorization,prior authorization,PROCESS_EVENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Private Fee-for-Service Plans,private fee-for-service plans,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Prognosis,prognosis,MEDICAL_CONCEPT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Prospective Payment Systems,prospective payment systems,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Prostate,prostate,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Prostatic Neoplasms,prostatic neoplasms,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Provider,provider,ROLE,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,MEDIUM,ordinary-English collision
Psychiatric Hospitals,psychiatric hospitals,ORGANIZATION_DEPARTMENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Psychiatrists,psychiatrists,ROLE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Psychiatry,psychiatry,ORGANIZATION_DEPARTMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Psychologists,psychologists,ROLE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Public Health Surveillance,public health surveillance,MEDICAL_CONCEPT,CDC Epidemiology Glossary,https://www.cdc.gov/reproductive-health/glossary/index.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Qualified Medicare beneficiary program,qualified medicare beneficiary program,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Quality Improvement,quality improvement,PROCESS_EVENT,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Quality measures,quality measures,OTHER_DOMAIN_TERM,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Quality of Life,quality of life,MEDICAL_CONCEPT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Race-Specific Mortality Rate,race-specific mortality rate,MEDICAL_CONCEPT,CDC Epidemiology Glossary,https://www.cdc.gov/reproductive-health/glossary/index.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Radiography,radiography,TEST,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Radiologists,radiologists,ROLE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Radiology,radiology,ORGANIZATION_DEPARTMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Radiotherapy,radiotherapy,PROCEDURE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
RADT,radt,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Rapid Antigen Detection Test; abbreviation; abbreviation may have non-medical expansions
Rectum,rectum,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Referral and Consultation,referral and consultation,PROCESS_EVENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Risk Factors,risk factors,MEDICAL_CONCEPT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Roster billing,roster billing,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
RT,rt,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Reverse Transcription; abbreviation; abbreviation may have non-medical expansions
Rural Health Clinics,rural health clinics,ORGANIZATION_DEPARTMENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Schizophrenia,schizophrenia,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Sensitivity,sensitivity,MEDICAL_CONCEPT,CDC Epidemiology Glossary,https://www.cdc.gov/reproductive-health/glossary/index.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Sentinel Surveillance,sentinel surveillance,MEDICAL_CONCEPT,CDC Epidemiology Glossary,https://www.cdc.gov/reproductive-health/glossary/index.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
