term,normalized_term,semantic_hint,source_name,source_url,source_family,source_authority_level,source_attested,derived_variant,parent_term,collision_risk,notes
Lawsuit,lawsuit,PROCESS_EVENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Leave of Court,leave of court,COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Levy,levy,COURT_PROCEDURE|LEGAL_CONCEPT,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,surname/ordinary collision
Lien,lien,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,
Limited Partner,limited partner,ROLE,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,MEDIUM,business/legal
Liquidated claim,liquidated claim,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Liquidation,liquidation,PROCESS_EVENT|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,finance collision
Liquidation Preference,liquidation preference,LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,LOW,
Liquidity,liquidity,OTHER_DOMAIN_TERM,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,HIGH,finance collision
Lis Pendens,lis pendens,DOCUMENT|LEGAL_CONCEPT,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,Latin phrase
Litigation,litigation,PROCESS_EVENT|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Long-Term Assets,long-term assets,OTHER_DOMAIN_TERM,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,HIGH,accounting collision
Magistrate judge,magistrate judge,ROLE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Means test,means test,COURT_PROCEDURE|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,cross-domain
Mediation,mediation,PROCESS_EVENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
mediator,mediator,ROLE,"U.S. District Court, Northern District of California — Mediation",https://cand.uscourts.gov/about-court/court-programs-services/alternative-dispute-resolution-adr/mediation,FEDERAL_DISTRICT_COURT_ADR,HIGH,True,False,,LOW,
Misdemeanor,misdemeanor,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Mistrial,mistrial,PROCESS_EVENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Moot,moot,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary English collision
Motion,motion,DOCUMENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary English collision
Motion for New Trial,motion for new trial,DOCUMENT|COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Motion for Summary Judgment,motion for summary judgment,DOCUMENT|COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Motion in Limine,motion in limine,DOCUMENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Motion to Lift Automatic Stay,motion to lift automatic stay,DOCUMENT|COURT_PROCEDURE,"U.S. Bankruptcy Court, District of Nevada — Bankruptcy Terminology",https://www.nvb.uscourts.gov/filing/bankruptcy-basics/bankruptcy-terminology/,FEDERAL_BANKRUPTCY_COURT,HIGH,True,False,,LOW,
Motion to lift the automatic stay,motion to lift the automatic stay,DOCUMENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Motion to Strike,motion to strike,DOCUMENT|COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Multi-factor authentication,multi-factor authentication,OTHER_DOMAIN_TERM,Federal Trade Commission — Safeguards Rule Small Entity Compliance Guide,https://www.ftc.gov/business-guidance/resources/ftc-safeguards-rule-what-your-business-needs-know,FEDERAL_REGULATOR_PRIVACY_SECURITY,HIGH,True,False,,MEDIUM,technology collision
neutral,neutral,ROLE,"U.S. District Court, Northern District of California — Mediation",https://cand.uscourts.gov/about-court/court-programs-services/alternative-dispute-resolution-adr/mediation,FEDERAL_DISTRICT_COURT_ADR,HIGH,True,False,,HIGH,ordinary English collision
No-asset case,no-asset case,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Nolo contendere,nolo contendere,COURT_PROCEDURE|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,Latin phrase
Nondischargeable debt,nondischargeable debt,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Nonexempt assets,nonexempt assets,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
nonfinal office action,nonfinal office action,DOCUMENT|PROCESS_EVENT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
nonpublic personal information,nonpublic personal information,LEGAL_CONCEPT,Federal Trade Commission — Safeguards Rule Small Entity Compliance Guide,https://www.ftc.gov/business-guidance/resources/ftc-safeguards-rule-what-your-business-needs-know,FEDERAL_REGULATOR_PRIVACY_SECURITY,HIGH,True,False,,LOW,privacy law
notice of abandonment,notice of abandonment,DOCUMENT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
notice of abandonment (patent),notice of abandonment (patent),DOCUMENT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
notice of allowability,notice of allowability,DOCUMENT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,patent
notice of allowance (NOA) (trademarks),notice of allowance (noa) (trademarks),DOCUMENT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
notice of allowance (patent),notice of allowance (patent),DOCUMENT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
Notice of Docket Activity (NDA),notice of docket activity (nda),DOCUMENT,PACER — Notice of Electronic Filing / Notice of Docket Activity FAQ,https://pacer.uscourts.gov/help/faqs/files-pleading-court-automatically-serve-notification,FEDERAL_COURT_EFILING,HIGH,True,False,,LOW,
Notice of Electronic Filing (NEF),notice of electronic filing (nef),DOCUMENT,PACER — Notice of Electronic Filing / Notice of Docket Activity FAQ,https://pacer.uscourts.gov/help/faqs/files-pleading-court-automatically-serve-notification,FEDERAL_COURT_EFILING,HIGH,True,False,,LOW,
notification event,notification event,PROCESS_EVENT|LEGAL_CONCEPT,Federal Trade Commission — Safeguards Rule Small Entity Compliance Guide,https://www.ftc.gov/business-guidance/resources/ftc-safeguards-rule-what-your-business-needs-know,FEDERAL_REGULATOR_PRIVACY_SECURITY,HIGH,True,False,,MEDIUM,
Objection to discharge,objection to discharge,DOCUMENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Objection to dischargeability,objection to dischargeability,DOCUMENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Objection to exemptions,objection to exemptions,DOCUMENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Opinion,opinion,DOCUMENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary English collision
Oral argument,oral argument,PROCESS_EVENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
ORAP,orap,COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,acronym collision
Panel,panel,ROLE|OTHER_DOMAIN_TERM,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary/professional collision
Parole,parole,PROCESS_EVENT|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,
patent applicant,patent applicant,ROLE,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
patent application,patent application,DOCUMENT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
Personal Service,personal service,COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,ordinary phrase
Petition,petition,DOCUMENT|COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,
petition date,petition date,IDENTIFIER_TYPE,"U.S. Bankruptcy Court, Western District of Texas — Compensation of Professionals",https://www.txwb.uscourts.gov/l-rule-2016-1-compensation-professionals,FEDERAL_BANKRUPTCY_BILLING,HIGH,True,False,,MEDIUM,bankruptcy
Petitioner,petitioner,ROLE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
physical evidence,physical evidence,LEGAL_CONCEPT,California Courts Self-Help — Civil Discovery,https://selfhelp.courts.ca.gov/discovery-civil/request,STATE_JUDICIARY_PROCEDURE,HIGH,True,False,,MEDIUM,
Plaintiff,plaintiff,ROLE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
plea bargain,plea bargain,LEGAL_CONCEPT|PROCESS_EVENT,U.S. Department of Justice — Justice 101 Legal Terms Glossary,https://www.justice.gov/usao/justice-101/glossary,DOJ_GLOSSARY,HIGH,True,False,,LOW,
Points and Authorities,points and authorities,DOCUMENT,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Portfolio Company,portfolio company,ORGANIZATION|LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,MEDIUM,
Preferred Stock,preferred stock,LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,MEDIUM,finance collision
prepetition retainer,prepetition retainer,LEGAL_CONCEPT,"U.S. Bankruptcy Court, Western District of Texas — Compensation of Professionals",https://www.txwb.uscourts.gov/l-rule-2016-1-compensation-professionals,FEDERAL_BANKRUPTCY_BILLING,HIGH,True,False,,LOW,legal billing/bankruptcy
presiding judge,presiding judge,ROLE,"U.S. District Court, Northern District of California — Settlement Conferences",https://cand.uscourts.gov/about-court/court-programs-services/alternative-dispute-resolution-adr/settlement-conferences,FEDERAL_DISTRICT_COURT_ADR,HIGH,True,False,,LOW,
Pretrial conference,pretrial conference,PROCESS_EVENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Pretrial services,pretrial services,OTHER_DOMAIN_TERM,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Priority,priority,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary/cross-domain collision
Priority claim,priority claim,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Private Equity Fund,private equity fund,ORGANIZATION|LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,MEDIUM,
Private Fund,private fund,ORGANIZATION|LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,MEDIUM,
Private Offering,private offering,PROCESS_EVENT|LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,LOW,
Pro se,pro se,ROLE|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,Latin phrase
Pro tem,pro tem,ROLE|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,Latin phrase
probable cause,probable cause,LEGAL_CONCEPT,U.S. Department of Justice — Justice 101 Legal Terms Glossary,https://www.justice.gov/usao/justice-101/glossary,DOJ_GLOSSARY,HIGH,True,False,,LOW,
probate,probate,PROCESS_EVENT|LEGAL_CONCEPT,California Courts Self-Help — Common Words in Probate Cases,https://selfhelp.courts.ca.gov/probate/terms,STATE_JUDICIARY_PROBATE,HIGH,True,False,,LOW,
Probation,probation,PROCESS_EVENT|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,
Probation officer,probation officer,ROLE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Procedure,procedure,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary/cross-domain collision
Proof of claim,proof of claim,DOCUMENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Property of the estate,property of the estate,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Proposed Order,proposed order,DOCUMENT,"U.S. District Court, Northern District of California — E-Filing Case Documents",https://cand.uscourts.gov/cases-e-filing/cmecf-information/e-filing-case-documents,FEDERAL_DISTRICT_COURT_PROCEDURE,HIGH,True,False,,LOW,
Prosecute,prosecute,PROCESS_EVENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,ordinary verb collision
prosecutor,prosecutor,ROLE,U.S. Department of Justice — Justice 101 Legal Terms Glossary,https://www.justice.gov/usao/justice-101/glossary,DOJ_GLOSSARY,HIGH,True,False,,LOW,
protected characteristic,protected characteristic,LEGAL_CONCEPT,U.S. Equal Employment Opportunity Commission — Small Business Glossary/Resources,https://www.eeoc.gov/employers/small-business,FEDERAL_REGULATOR_EMPLOYMENT,HIGH,True,False,,LOW,employment law
public docket,public docket,OTHER_DOMAIN_TERM,"U.S. District Court, Northern District of California — E-Filing Case Documents",https://cand.uscourts.gov/cases-e-filing/cmecf-information/e-filing-case-documents,FEDERAL_DISTRICT_COURT_PROCEDURE,HIGH,True,False,,MEDIUM,
Quash,quash,COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,ordinary verb collision
Reaffirmation agreement,reaffirmation agreement,DOCUMENT|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
reasonable accommodation,reasonable accommodation,LEGAL_CONCEPT,U.S. Equal Employment Opportunity Commission — Small Business Glossary/Resources,https://www.eeoc.gov/employers/small-business,FEDERAL_REGULATOR_EMPLOYMENT,HIGH,True,False,,LOW,employment law
Recalled judge,recalled judge,ROLE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Record,record,DOCUMENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary/cross-domain collision
redacted version,redacted version,DOCUMENT,"U.S. District Court, Northern District of California — E-Filing Case Documents",https://cand.uscourts.gov/cases-e-filing/cmecf-information/e-filing-case-documents,FEDERAL_DISTRICT_COURT_PROCEDURE,HIGH,True,False,,MEDIUM,
Redemption,redemption,PROCESS_EVENT|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary/finance collision
registered filer,registered filer,ROLE,PACER — Federal Court Records / CM/ECF FAQs,https://pacer.uscourts.gov/help/faqs/what-cmecf,FEDERAL_COURT_EFILING,HIGH,True,False,,MEDIUM,
reissue application,reissue application,DOCUMENT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,patent
rejoinder,rejoinder,COURT_PROCEDURE|LEGAL_CONCEPT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,patent prosecution
Remand,remand,COURT_PROCEDURE|PROCESS_EVENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Renewal of Judgment,renewal of judgment,DOCUMENT|COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Request for Admission,request for admission,DOCUMENT|COURT_PROCEDURE,California Courts Self-Help — Civil Discovery,https://selfhelp.courts.ca.gov/discovery-civil/request,STATE_JUDICIARY_PROCEDURE,HIGH,True,False,,LOW,
Request for Production,request for production,DOCUMENT|COURT_PROCEDURE,California Courts Self-Help — Civil Discovery,https://selfhelp.courts.ca.gov/discovery-civil/request,STATE_JUDICIARY_PROCEDURE,HIGH,True,False,,LOW,
request to reinstate an application,request to reinstate an application,DOCUMENT|COURT_PROCEDURE,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
Respondent,respondent,ROLE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,cross-domain
Retained Earnings/Accumulated Loss,retained earnings/accumulated loss,OTHER_DOMAIN_TERM,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,HIGH,accounting collision
retainer,retainer,LEGAL_CONCEPT,"U.S. Bankruptcy Court, Western District of Texas — Compensation of Professionals",https://www.txwb.uscourts.gov/l-rule-2016-1-compensation-professionals,FEDERAL_BANKRUPTCY_BILLING,HIGH,True,False,,HIGH,legal/business collision
retaliation,retaliation,LEGAL_CONCEPT,U.S. Equal Employment Opportunity Commission — Small Business Glossary/Resources,https://www.eeoc.gov/employers/small-business,FEDERAL_REGULATOR_EMPLOYMENT,HIGH,True,False,,MEDIUM,ordinary/cross-domain
Revenue,revenue,OTHER_DOMAIN_TERM,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,HIGH,ordinary/accounting collision
Reverse,reverse,COURT_PROCEDURE|PROCESS_EVENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary English collision
risk assessment,risk assessment,PROCESS_EVENT,Federal Trade Commission — Safeguards Rule Small Entity Compliance Guide,https://www.ftc.gov/business-guidance/resources/ftc-safeguards-rule-what-your-business-needs-know,FEDERAL_REGULATOR_PRIVACY_SECURITY,HIGH,True,False,,HIGH,cross-domain compliance
Rural Business Investment Company (RBIC),rural business investment company (rbic),ORGANIZATION|LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,LOW,
Safeguards Rule,safeguards rule,DOCUMENT|LEGAL_CONCEPT,Federal Trade Commission — Safeguards Rule Small Entity Compliance Guide,https://www.ftc.gov/business-guidance/resources/ftc-safeguards-rule-what-your-business-needs-know,FEDERAL_REGULATOR_PRIVACY_SECURITY,HIGH,True,False,,LOW,
Sanction,sanction,LEGAL_CONCEPT|PROCESS_EVENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,ordinary/cross-domain collision
Scaled Disclosure,scaled disclosure,LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,LOW,
Schedules,schedules,DOCUMENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary English collision
scope,scope,LEGAL_CONCEPT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,HIGH,ordinary English collision
Secondary Market,secondary market,LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,MEDIUM,finance collision
Section 341 meeting,section 341 meeting,PROCESS_EVENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,bankruptcy
Section 4(a)(2),section 4(a)(2),LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,MEDIUM,securities-law section shorthand
Secured creditor,secured creditor,ROLE|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Secured debt,secured debt,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Senior judge,senior judge,ROLE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
